,p160,p179,p186,p214,p247,p279,p318,p454,KOPN8,SEM,RS411,ML2,A4,A5,A6,TB11,TB13,CD34,A109,A384,A107,TB000694,A93949,TB051939,TB920488,TB971992,A95941,TB040576,TB995291,TB986292,A70498,A93692,A89691,A82485,A73051,A80956,5395,5652,148752,152985
chr1:12337273-12347527,3.071647431573272,15.932374808205356,5.928155388751712,0.0426076172099088,4.425296841252463,16.455250538044726,0.1806295854009436,26.509950482192107,-0.0375063356864225,0.0929094703545337,-0.0322411771266693,-0.1202302470561829,0.2740225422127106,0.8531531368690396,0.0876893338534405,7.420102822636935,1.2623368436125562,0.6235496543785817,0.1546414805800252,0.0466943211696198,-0.0429628505438819,-0.0515903821291018,0.1087788139613332,5.599348735366365,-0.0368129820363461,0.0220809008969455,0.6252852468419282,-0.0548676318748039,0.1625371121676075,7.474621593748951,-0.0071660988131806,0.0324589552390541,0.8135390759125029,0.5070616993687442,0.2045900593525421,-0.0596941780913652,0.0401434677750383,4.136763788305627,0.012290562944208,-0.0101146268390365
chr1:12375611-12382513,1.6793119782124215,2.152669145236427,4.159569640155435,0.8967868696176764,4.353450393196318,8.519790509593314,0.3366325018556446,5.67067885784098,-0.079631392014835,0.2301487686001086,0.0336230723666761,-0.0558135498405103,-0.0292935869114608,5.28677884498412,-0.0455027471467844,-0.0314030819172755,3.6156340240424303,0.1738131602948422,-0.0373480245422684,-0.025003862535017,-0.046198446772628,-0.0847748233662629,0.6058044465208073,1.2112023908993312,-0.0454915790250919,-0.0719487131507442,-0.0112046106784593,-0.0421105524931978,-0.0727434927140398,4.22784925244249,-0.019850966051242,-0.0758764035202281,0.2819144978219418,0.1296861166584282,1.333797797504215,0.1004273056529296,0.5022403356161039,14.136590203675786,0.2500610987483352,0.0190336441377861
chr1:12432973-12437401,8.419165046983192,2.6283500397876005,0.0520733000372179,3.1387382183552583,0.2430087576538031,14.215742179649142,-0.0723708804802426,14.40326208159457,-0.0289120712756191,-0.0077600925269733,0.0600616302911762,-0.1804720684582812,0.2134847364626282,7.299672609962005,1.5642130317546377,-0.0474145263587777,1.0881758774148227,-0.0547533081316466,-0.0387588448094163,0.149990133782369,-0.0847234694298998,-0.0357122917134205,-0.0742863829307718,0.0216395539152067,0.263944716583926,0.1320236505374365,-0.0209979245980965,0.0347323543435633,1.2022878507124517,7.803803018319817,-0.0330349910397344,0.4074949253914052,0.2171441300058183,-0.0563607110444808,0.1970663177612039,-0.0927901472290477,0.4282511003148966,5.772660935366487,0.799452288352999,0.4364134625400845
chr1:12470612-12482527,6.270653844707383,8.023290739004718,0.6954415683632825,4.638810005861954,4.090220687606996,18.273777223443624,1.458933497876857,22.21963640227296,-0.0119484146004813,1.069667822304573,1.203686165456589,1.0609153682364096,0.8041031089701992,4.782127717155966,0.6377924996198413,0.843260416657218,0.6346938395964816,0.6801013991473812,-0.0195967083537792,0.098008382623093,1.74310741749243,-0.0520040799288557,-0.0616334449013439,3.063214459013912,0.1350495203832153,0.4022107108809403,1.104297845152503,0.1281504190808026,-0.0721528293135491,11.616129280088954,0.1672820621823535,0.1132175399837717,-0.026105624620906,-0.0211637266331906,0.1831094610693946,-0.037602139722533,1.2404928890772968,7.388615283218905,0.2298900852377557,-0.0175375607196177
chr1:12612876-12621934,14.006231574397834,14.487302668463446,17.67898589552555,6.336550538772563,8.37888869189383,13.954631035579414,0.0010294640642441,19.431653174856244,-0.055263765306899,0.1852880385884509,-0.0078925701862709,0.3809993954308578,2.7513210352976225,4.952364531760752,-0.0257595842118851,-0.0245374613658768,0.8537540386295699,-0.0090286297740822,-0.0355788468683576,0.0310634620666026,-0.0384643262999358,0.112266990264748,-0.0284641955074832,3.022699803049401,-0.0520111644943837,0.0744501718062321,-0.0326597038093251,2.448374415804305,7.040014681069866,8.954275746658736,-0.0326296896259539,-0.0241036265941816,0.3786148084623158,-0.0596861639365629,-0.0260680033908494,0.0464781574082945,12.405796268274102,12.00024728042625,0.9371466081557954,-0.0152259143369251
chr1:13744106-13760821,7.1198378145638,4.037548785764705,3.812019872030524,0.7345057005949218,7.999718176123278,4.826739892783359,13.00085439779618,12.1204890042292,3.762550686598937,0.2226064531352043,-0.0171844725142867,0.0442408795856066,0.2780905847164137,3.2732656208555104,2.1352411189962828,0.3246483942012162,5.143644796218927,0.1653663288890795,0.0424608434752691,-0.0005448220562705,-0.0024033029738579,-0.0055521115559258,-0.0284733330974759,0.833400384108444,-0.0299799461801977,2.909207955405307,-0.0188889018081607,-0.02950500417787,0.1436581695974574,2.837552154897731,-0.0126442336024233,-0.0252351813629186,1.4319733280648224,1.9689101458779608,-0.0156740012514569,0.0058758632944901,6.21594149298703,12.295114038250302,1.8210330355034303,0.0309032956573131
chr1:15880318-15888169,3.3375881503120515,10.186258362972636,3.985440167704545,6.314251916129196,3.697270473526157,7.036595727984858,1.0058417254290748,2.905027435650524,-0.0532450804445648,0.5912220441707766,0.0767219631980357,1.6318362575041168,0.0859620884669571,11.802706221772596,1.2641890677955283,0.0534807220482129,0.638830413258989,5.991743424966396,0.4561947080740103,0.2128911093548814,-0.0385136573569089,-0.0012616561303399,0.3622678284570987,2.0176070696744586,-0.0625529728869475,1.618787528659407,0.037755962700949,0.0677134794686247,0.2584511169018695,5.429567220348684,0.1055726354673683,0.2281613867052693,0.9403681916109842,3.790758221005732,0.4636905511374989,-0.0262609598313469,10.726509595063217,14.36743591477378,0.5782195008171952,-0.0179930542281497
chr1:22050821-22063166,5.72078021248317,0.7652470734680085,0.6454928560542227,0.4245164176315448,3.2605898489725766,3.435337504102729,15.89342762460909,0.2522633262904634,-0.0194377548229633,0.1327937907314042,-0.0321403689598232,-0.036594087445972,-0.0393480372794133,2.6841395568958872,0.33563337677729,0.3383281838980199,0.6331199766955202,-0.008080495736607,-0.0125064453220839,0.0596524575799977,-0.0289029443676754,0.2568358806227167,-0.0079972235453933,-0.0426424487786786,-0.0425130817465554,0.1721554158441802,0.5366553709172802,1.0681286533530006,0.0322810582388261,0.6556667527605982,-0.001499635605982,0.0265140148230367,0.0712364356105169,-0.0285206592440533,0.0204287170609323,-0.0331180416801892,1.376377433215913,1.3527538339094545,1.8854299951920728,0.1511911008743529
chr1:28415083-28419733,6.137732534267417,3.3157261235441697,1.2707734709802037,1.4033055630091282,1.793242175897589,0.2742348988658457,0.0400730026126164,5.622564742569187,0.4630609532897888,16.830249327139107,21.01734898035181,-0.1863742790744691,0.4194650263029424,1.7804885701245223,-0.0044517690362921,0.1932561560797075,2.440981765277806,0.6287896285027066,-0.0321193199307017,0.2275854612554411,-0.0363001650387217,-0.0487623771400692,-0.069153822474563,0.2528674769154115,-0.0587108808915977,1.2702389082879155,-0.0297201445690558,0.888488410921241,3.6870116950394736,5.265863769534281,-0.0077865893817094,0.0300120044547245,0.2227428270454952,1.7221258625211662,0.050136784793678,-0.0062306014982109,1.6733850748563868,0.997932435592116,0.6515085911321359,-0.0145210636654854
chr1:31910669-31949208,1.2131902746824403,3.6025250742238777,1.4751621874281182,7.513888371485469,0.9060496924536274,2.44742224786454,6.358244704587696,1.951989229662156,-0.0008641016066516,0.1438573623790961,-0.000200390791355,-0.0673824736102082,0.1139287181232646,4.027616104234841,0.041225546686346,0.0206496914769605,2.604079347000805,-0.0079515317653586,0.1146261935505495,-0.0096190285013575,-5.861651918145517e-05,-0.002209695760205,-0.0155647469419838,0.0887942724173567,-0.0008839565950106,19.287175219571544,-0.0140318530668333,0.0885564994836928,-0.0180833057088354,7.32205259601477,-0.0014235610904642,-0.0084829024953668,-0.0058600803217895,-0.0119301995155591,0.054406761699428,-0.0237124004481288,0.6658058178083843,0.2913988688353884,0.1232933028263317,0.0648347478139483
